product_id,image_path,category
136868891,dataset/polyvore_outfits/images/136868891.jpg,all-body
193026459,dataset/polyvore_outfits/images/193026459.jpg,all-body
191794076,dataset/polyvore_outfits/images/191794076.jpg,all-body
122552568,dataset/polyvore_outfits/images/122552568.jpg,all-body
208001353,dataset/polyvore_outfits/images/208001353.jpg,all-body
105006245,dataset/polyvore_outfits/images/105006245.jpg,all-body
134795220,dataset/polyvore_outfits/images/134795220.jpg,all-body
154486379,dataset/polyvore_outfits/images/154486379.jpg,all-body
202028300,dataset/polyvore_outfits/images/202028300.jpg,all-body
173477115,dataset/polyvore_outfits/images/173477115.jpg,all-body
206294335,dataset/polyvore_outfits/images/206294335.jpg,all-body
203948849,dataset/polyvore_outfits/images/203948849.jpg,all-body
120183732,dataset/polyvore_outfits/images/120183732.jpg,all-body
207757667,dataset/polyvore_outfits/images/207757667.jpg,all-body
194746681,dataset/polyvore_outfits/images/194746681.jpg,all-body
205125902,dataset/polyvore_outfits/images/205125902.jpg,all-body
206833014,dataset/polyvore_outfits/images/206833014.jpg,all-body
199669675,dataset/polyvore_outfits/images/199669675.jpg,all-body
61021963,dataset/polyvore_outfits/images/61021963.jpg,all-body
212510093,dataset/polyvore_outfits/images/212510093.jpg,all-body
116762646,dataset/polyvore_outfits/images/116762646.jpg,all-body
194514012,dataset/polyvore_outfits/images/194514012.jpg,all-body
156141977,dataset/polyvore_outfits/images/156141977.jpg,all-body
122644855,dataset/polyvore_outfits/images/122644855.jpg,all-body
113028438,dataset/polyvore_outfits/images/113028438.jpg,all-body
185736427,dataset/polyvore_outfits/images/185736427.jpg,all-body
196251798,dataset/polyvore_outfits/images/196251798.jpg,all-body
169976903,dataset/polyvore_outfits/images/169976903.jpg,all-body
181083489,dataset/polyvore_outfits/images/181083489.jpg,all-body
206465013,dataset/polyvore_outfits/images/206465013.jpg,all-body
213078279,dataset/polyvore_outfits/images/213078279.jpg,all-body
193596192,dataset/polyvore_outfits/images/193596192.jpg,all-body
166777273,dataset/polyvore_outfits/images/166777273.jpg,all-body
199611149,dataset/polyvore_outfits/images/199611149.jpg,all-body
142500617,dataset/polyvore_outfits/images/142500617.jpg,all-body
175439126,dataset/polyvore_outfits/images/175439126.jpg,all-body
206285188,dataset/polyvore_outfits/images/206285188.jpg,all-body
207833813,dataset/polyvore_outfits/images/207833813.jpg,all-body
169964492,dataset/polyvore_outfits/images/169964492.jpg,all-body
12396291,dataset/polyvore_outfits/images/12396291.jpg,all-body
192984301,dataset/polyvore_outfits/images/192984301.jpg,all-body
157222346,dataset/polyvore_outfits/images/157222346.jpg,all-body
191627911,dataset/polyvore_outfits/images/191627911.jpg,all-body
194465314,dataset/polyvore_outfits/images/194465314.jpg,all-body
209982900,dataset/polyvore_outfits/images/209982900.jpg,all-body
201338295,dataset/polyvore_outfits/images/201338295.jpg,all-body
194291646,dataset/polyvore_outfits/images/194291646.jpg,all-body
107641044,dataset/polyvore_outfits/images/107641044.jpg,all-body
177353626,dataset/polyvore_outfits/images/177353626.jpg,all-body
55467710,dataset/polyvore_outfits/images/55467710.jpg,all-body
212817546,dataset/polyvore_outfits/images/212817546.jpg,all-body
157858273,dataset/polyvore_outfits/images/157858273.jpg,all-body
194508577,dataset/polyvore_outfits/images/194508577.jpg,all-body
212829185,dataset/polyvore_outfits/images/212829185.jpg,all-body
130964927,dataset/polyvore_outfits/images/130964927.jpg,all-body
212087163,dataset/polyvore_outfits/images/212087163.jpg,all-body
49885198,dataset/polyvore_outfits/images/49885198.jpg,all-body
167832294,dataset/polyvore_outfits/images/167832294.jpg,all-body
188345701,dataset/polyvore_outfits/images/188345701.jpg,all-body
184615067,dataset/polyvore_outfits/images/184615067.jpg,all-body
214117971,dataset/polyvore_outfits/images/214117971.jpg,all-body
195383778,dataset/polyvore_outfits/images/195383778.jpg,all-body
168012970,dataset/polyvore_outfits/images/168012970.jpg,all-body
138848117,dataset/polyvore_outfits/images/138848117.jpg,all-body
194631134,dataset/polyvore_outfits/images/194631134.jpg,all-body
139948712,dataset/polyvore_outfits/images/139948712.jpg,all-body
202555666,dataset/polyvore_outfits/images/202555666.jpg,all-body
195514830,dataset/polyvore_outfits/images/195514830.jpg,all-body
196324749,dataset/polyvore_outfits/images/196324749.jpg,all-body
184647537,dataset/polyvore_outfits/images/184647537.jpg,all-body
191899800,dataset/polyvore_outfits/images/191899800.jpg,all-body
116425833,dataset/polyvore_outfits/images/116425833.jpg,all-body
206636227,dataset/polyvore_outfits/images/206636227.jpg,all-body
84304175,dataset/polyvore_outfits/images/84304175.jpg,all-body
166647128,dataset/polyvore_outfits/images/166647128.jpg,all-body
158878377,dataset/polyvore_outfits/images/158878377.jpg,all-body
139168016,dataset/polyvore_outfits/images/139168016.jpg,all-body
105915118,dataset/polyvore_outfits/images/105915118.jpg,all-body
180873443,dataset/polyvore_outfits/images/180873443.jpg,all-body
198026835,dataset/polyvore_outfits/images/198026835.jpg,all-body
180638209,dataset/polyvore_outfits/images/180638209.jpg,all-body
210209358,dataset/polyvore_outfits/images/210209358.jpg,all-body
14904539,dataset/polyvore_outfits/images/14904539.jpg,all-body
106020173,dataset/polyvore_outfits/images/106020173.jpg,all-body
207238872,dataset/polyvore_outfits/images/207238872.jpg,all-body
70144216,dataset/polyvore_outfits/images/70144216.jpg,all-body
187501625,dataset/polyvore_outfits/images/187501625.jpg,all-body
112764076,dataset/polyvore_outfits/images/112764076.jpg,all-body
201591326,dataset/polyvore_outfits/images/201591326.jpg,all-body
191705119,dataset/polyvore_outfits/images/191705119.jpg,all-body
209946258,dataset/polyvore_outfits/images/209946258.jpg,all-body
121855912,dataset/polyvore_outfits/images/121855912.jpg,all-body
27329602,dataset/polyvore_outfits/images/27329602.jpg,all-body
177913898,dataset/polyvore_outfits/images/177913898.jpg,all-body
173877732,dataset/polyvore_outfits/images/173877732.jpg,all-body
198739901,dataset/polyvore_outfits/images/198739901.jpg,all-body
176960763,dataset/polyvore_outfits/images/176960763.jpg,all-body
193875565,dataset/polyvore_outfits/images/193875565.jpg,all-body
175423655,dataset/polyvore_outfits/images/175423655.jpg,all-body
109170396,dataset/polyvore_outfits/images/109170396.jpg,all-body
112025164,dataset/polyvore_outfits/images/112025164.jpg,tops
157777574,dataset/polyvore_outfits/images/157777574.jpg,tops
146637520,dataset/polyvore_outfits/images/146637520.jpg,tops
204071962,dataset/polyvore_outfits/images/204071962.jpg,tops
205550992,dataset/polyvore_outfits/images/205550992.jpg,tops
110688248,dataset/polyvore_outfits/images/110688248.jpg,tops
151019867,dataset/polyvore_outfits/images/151019867.jpg,tops
204940241,dataset/polyvore_outfits/images/204940241.jpg,tops
177121838,dataset/polyvore_outfits/images/177121838.jpg,tops
202896215,dataset/polyvore_outfits/images/202896215.jpg,tops
162581557,dataset/polyvore_outfits/images/162581557.jpg,tops
147284442,dataset/polyvore_outfits/images/147284442.jpg,tops
131545853,dataset/polyvore_outfits/images/131545853.jpg,tops
165165715,dataset/polyvore_outfits/images/165165715.jpg,tops
182249334,dataset/polyvore_outfits/images/182249334.jpg,tops
196139252,dataset/polyvore_outfits/images/196139252.jpg,tops
209792993,dataset/polyvore_outfits/images/209792993.jpg,tops
75464019,dataset/polyvore_outfits/images/75464019.jpg,tops
207721746,dataset/polyvore_outfits/images/207721746.jpg,tops
171222658,dataset/polyvore_outfits/images/171222658.jpg,tops
178247313,dataset/polyvore_outfits/images/178247313.jpg,tops
142186831,dataset/polyvore_outfits/images/142186831.jpg,tops
212425634,dataset/polyvore_outfits/images/212425634.jpg,tops
65940322,dataset/polyvore_outfits/images/65940322.jpg,tops
163679655,dataset/polyvore_outfits/images/163679655.jpg,tops
165215211,dataset/polyvore_outfits/images/165215211.jpg,tops
203729023,dataset/polyvore_outfits/images/203729023.jpg,tops
210822767,dataset/polyvore_outfits/images/210822767.jpg,tops
177382513,dataset/polyvore_outfits/images/177382513.jpg,tops
132606322,dataset/polyvore_outfits/images/132606322.jpg,tops
127681930,dataset/polyvore_outfits/images/127681930.jpg,tops
110251635,dataset/polyvore_outfits/images/110251635.jpg,tops
134729063,dataset/polyvore_outfits/images/134729063.jpg,tops
188971497,dataset/polyvore_outfits/images/188971497.jpg,tops
151046037,dataset/polyvore_outfits/images/151046037.jpg,tops
210611881,dataset/polyvore_outfits/images/210611881.jpg,tops
145330206,dataset/polyvore_outfits/images/145330206.jpg,tops
147971480,dataset/polyvore_outfits/images/147971480.jpg,tops
181851110,dataset/polyvore_outfits/images/181851110.jpg,tops
179672651,dataset/polyvore_outfits/images/179672651.jpg,tops
203928077,dataset/polyvore_outfits/images/203928077.jpg,tops
200170638,dataset/polyvore_outfits/images/200170638.jpg,tops
118240309,dataset/polyvore_outfits/images/118240309.jpg,tops
109616817,dataset/polyvore_outfits/images/109616817.jpg,tops
207656327,dataset/polyvore_outfits/images/207656327.jpg,tops
205022436,dataset/polyvore_outfits/images/205022436.jpg,tops
200281834,dataset/polyvore_outfits/images/200281834.jpg,tops
78594136,dataset/polyvore_outfits/images/78594136.jpg,tops
163176501,dataset/polyvore_outfits/images/163176501.jpg,tops
160519664,dataset/polyvore_outfits/images/160519664.jpg,tops
143539812,dataset/polyvore_outfits/images/143539812.jpg,tops
181167676,dataset/polyvore_outfits/images/181167676.jpg,tops
211808949,dataset/polyvore_outfits/images/211808949.jpg,tops
198333092,dataset/polyvore_outfits/images/198333092.jpg,tops
167154058,dataset/polyvore_outfits/images/167154058.jpg,tops
199179761,dataset/polyvore_outfits/images/199179761.jpg,tops
144498569,dataset/polyvore_outfits/images/144498569.jpg,tops
193867430,dataset/polyvore_outfits/images/193867430.jpg,tops
90755547,dataset/polyvore_outfits/images/90755547.jpg,tops
161361462,dataset/polyvore_outfits/images/161361462.jpg,tops
197489893,dataset/polyvore_outfits/images/197489893.jpg,tops
198041138,dataset/polyvore_outfits/images/198041138.jpg,tops
151831339,dataset/polyvore_outfits/images/151831339.jpg,tops
201251409,dataset/polyvore_outfits/images/201251409.jpg,tops
86764241,dataset/polyvore_outfits/images/86764241.jpg,tops
145060792,dataset/polyvore_outfits/images/145060792.jpg,tops
188582987,dataset/polyvore_outfits/images/188582987.jpg,tops
125928660,dataset/polyvore_outfits/images/125928660.jpg,tops
100332902,dataset/polyvore_outfits/images/100332902.jpg,tops
210121996,dataset/polyvore_outfits/images/210121996.jpg,tops
155288928,dataset/polyvore_outfits/images/155288928.jpg,tops
185365240,dataset/polyvore_outfits/images/185365240.jpg,tops
179239728,dataset/polyvore_outfits/images/179239728.jpg,tops
162153518,dataset/polyvore_outfits/images/162153518.jpg,tops
205050347,dataset/polyvore_outfits/images/205050347.jpg,tops
206109297,dataset/polyvore_outfits/images/206109297.jpg,tops
103498562,dataset/polyvore_outfits/images/103498562.jpg,tops
129092635,dataset/polyvore_outfits/images/129092635.jpg,tops
196890735,dataset/polyvore_outfits/images/196890735.jpg,tops
174188610,dataset/polyvore_outfits/images/174188610.jpg,tops
144956403,dataset/polyvore_outfits/images/144956403.jpg,tops
136161363,dataset/polyvore_outfits/images/136161363.jpg,tops
166583700,dataset/polyvore_outfits/images/166583700.jpg,tops
175660706,dataset/polyvore_outfits/images/175660706.jpg,tops
122211228,dataset/polyvore_outfits/images/122211228.jpg,tops
87746712,dataset/polyvore_outfits/images/87746712.jpg,tops
168190095,dataset/polyvore_outfits/images/168190095.jpg,tops
90693573,dataset/polyvore_outfits/images/90693573.jpg,tops
188244939,dataset/polyvore_outfits/images/188244939.jpg,tops
200516391,dataset/polyvore_outfits/images/200516391.jpg,tops
187409604,dataset/polyvore_outfits/images/187409604.jpg,tops
63434426,dataset/polyvore_outfits/images/63434426.jpg,tops
183932579,dataset/polyvore_outfits/images/183932579.jpg,tops
107114084,dataset/polyvore_outfits/images/107114084.jpg,tops
195732189,dataset/polyvore_outfits/images/195732189.jpg,tops
1071100,dataset/polyvore_outfits/images/1071100.jpg,tops
152727900,dataset/polyvore_outfits/images/152727900.jpg,tops
137365108,dataset/polyvore_outfits/images/137365108.jpg,tops
179588135,dataset/polyvore_outfits/images/179588135.jpg,tops
209150697,dataset/polyvore_outfits/images/209150697.jpg,tops
