product_id,image_path,category
171073127,dataset/polyvore_outfits/images/171073127.jpg,all-body
133937125,dataset/polyvore_outfits/images/133937125.jpg,all-body
183810668,dataset/polyvore_outfits/images/183810668.jpg,all-body
210942704,dataset/polyvore_outfits/images/210942704.jpg,all-body
206292793,dataset/polyvore_outfits/images/206292793.jpg,all-body
176891254,dataset/polyvore_outfits/images/176891254.jpg,all-body
138268962,dataset/polyvore_outfits/images/138268962.jpg,all-body
150893629,dataset/polyvore_outfits/images/150893629.jpg,all-body
138292990,dataset/polyvore_outfits/images/138292990.jpg,all-body
211788781,dataset/polyvore_outfits/images/211788781.jpg,all-body
137535092,dataset/polyvore_outfits/images/137535092.jpg,all-body
201722147,dataset/polyvore_outfits/images/201722147.jpg,all-body
197377056,dataset/polyvore_outfits/images/197377056.jpg,all-body
199518331,dataset/polyvore_outfits/images/199518331.jpg,all-body
199655083,dataset/polyvore_outfits/images/199655083.jpg,all-body
192151683,dataset/polyvore_outfits/images/192151683.jpg,all-body
164339014,dataset/polyvore_outfits/images/164339014.jpg,all-body
53315880,dataset/polyvore_outfits/images/53315880.jpg,all-body
179171092,dataset/polyvore_outfits/images/179171092.jpg,all-body
203177226,dataset/polyvore_outfits/images/203177226.jpg,all-body
98337346,dataset/polyvore_outfits/images/98337346.jpg,all-body
209814985,dataset/polyvore_outfits/images/209814985.jpg,all-body
211420349,dataset/polyvore_outfits/images/211420349.jpg,all-body
174891772,dataset/polyvore_outfits/images/174891772.jpg,all-body
206292346,dataset/polyvore_outfits/images/206292346.jpg,all-body
174692235,dataset/polyvore_outfits/images/174692235.jpg,all-body
208941496,dataset/polyvore_outfits/images/208941496.jpg,all-body
155822868,dataset/polyvore_outfits/images/155822868.jpg,all-body
171475049,dataset/polyvore_outfits/images/171475049.jpg,all-body
189293665,dataset/polyvore_outfits/images/189293665.jpg,all-body
157346101,dataset/polyvore_outfits/images/157346101.jpg,all-body
197881579,dataset/polyvore_outfits/images/197881579.jpg,all-body
203890756,dataset/polyvore_outfits/images/203890756.jpg,all-body
214643235,dataset/polyvore_outfits/images/214643235.jpg,all-body
206281008,dataset/polyvore_outfits/images/206281008.jpg,all-body
185275943,dataset/polyvore_outfits/images/185275943.jpg,all-body
197353311,dataset/polyvore_outfits/images/197353311.jpg,all-body
131425973,dataset/polyvore_outfits/images/131425973.jpg,all-body
179191220,dataset/polyvore_outfits/images/179191220.jpg,all-body
174697482,dataset/polyvore_outfits/images/174697482.jpg,all-body
213979278,dataset/polyvore_outfits/images/213979278.jpg,all-body
209154667,dataset/polyvore_outfits/images/209154667.jpg,all-body
148369755,dataset/polyvore_outfits/images/148369755.jpg,all-body
196489052,dataset/polyvore_outfits/images/196489052.jpg,all-body
162811473,dataset/polyvore_outfits/images/162811473.jpg,all-body
207098817,dataset/polyvore_outfits/images/207098817.jpg,all-body
203514855,dataset/polyvore_outfits/images/203514855.jpg,all-body
145009666,dataset/polyvore_outfits/images/145009666.jpg,all-body
208927606,dataset/polyvore_outfits/images/208927606.jpg,all-body
179084807,dataset/polyvore_outfits/images/179084807.jpg,all-body
180739384,dataset/polyvore_outfits/images/180739384.jpg,all-body
191151835,dataset/polyvore_outfits/images/191151835.jpg,all-body
146325892,dataset/polyvore_outfits/images/146325892.jpg,all-body
108581663,dataset/polyvore_outfits/images/108581663.jpg,all-body
203792334,dataset/polyvore_outfits/images/203792334.jpg,all-body
111297422,dataset/polyvore_outfits/images/111297422.jpg,all-body
169823094,dataset/polyvore_outfits/images/169823094.jpg,all-body
213401132,dataset/polyvore_outfits/images/213401132.jpg,all-body
201168585,dataset/polyvore_outfits/images/201168585.jpg,all-body
166428593,dataset/polyvore_outfits/images/166428593.jpg,all-body
200728051,dataset/polyvore_outfits/images/200728051.jpg,all-body
183881795,dataset/polyvore_outfits/images/183881795.jpg,all-body
173623246,dataset/polyvore_outfits/images/173623246.jpg,all-body
116082887,dataset/polyvore_outfits/images/116082887.jpg,all-body
210897932,dataset/polyvore_outfits/images/210897932.jpg,all-body
194410230,dataset/polyvore_outfits/images/194410230.jpg,all-body
191096738,dataset/polyvore_outfits/images/191096738.jpg,all-body
96525863,dataset/polyvore_outfits/images/96525863.jpg,all-body
36314984,dataset/polyvore_outfits/images/36314984.jpg,all-body
209899084,dataset/polyvore_outfits/images/209899084.jpg,all-body
121377109,dataset/polyvore_outfits/images/121377109.jpg,all-body
174296571,dataset/polyvore_outfits/images/174296571.jpg,all-body
194493840,dataset/polyvore_outfits/images/194493840.jpg,all-body
143083752,dataset/polyvore_outfits/images/143083752.jpg,all-body
110294679,dataset/polyvore_outfits/images/110294679.jpg,all-body
169079412,dataset/polyvore_outfits/images/169079412.jpg,all-body
84948166,dataset/polyvore_outfits/images/84948166.jpg,all-body
176168158,dataset/polyvore_outfits/images/176168158.jpg,all-body
83608362,dataset/polyvore_outfits/images/83608362.jpg,all-body
197578829,dataset/polyvore_outfits/images/197578829.jpg,all-body
76330362,dataset/polyvore_outfits/images/76330362.jpg,all-body
195130327,dataset/polyvore_outfits/images/195130327.jpg,all-body
174989144,dataset/polyvore_outfits/images/174989144.jpg,all-body
203885651,dataset/polyvore_outfits/images/203885651.jpg,all-body
143056383,dataset/polyvore_outfits/images/143056383.jpg,all-body
143549020,dataset/polyvore_outfits/images/143549020.jpg,all-body
196167891,dataset/polyvore_outfits/images/196167891.jpg,all-body
198885852,dataset/polyvore_outfits/images/198885852.jpg,all-body
197268750,dataset/polyvore_outfits/images/197268750.jpg,all-body
